Math_S11,Critical Reading_S11,Citizen Competencies_S11,Biology_S11,English_S11,Quantitative Reasoning_PRO,Critical Reading_PRO,Citizen Competencies_PRO,English_PRO,Written Communication_PRO,Formulation of Engineering Projects_PRO,Cluster,Efficient
57,81,62,57,49,71,47,77,79,90,146,0,1
70,64,58,70,55,58,70,76,95,20,161,0,0
82,77,73,96,78,97,81,85,96,95,156,0,0
56,64,58,66,76,64,85,36,95,93,156,0,1
78,71,73,72,82,98,90,82,86,90,206,0,1
67,56,67,63,55,89,78,66,65,99,200,0,1
66,64,52,61,70,100,76,32,73,32,103,0,0
61,69,62,65,44,98,93,85,76,87,147,0,1
88,87,77,78,85,100,88,96,96,75,174,0,0
87,81,67,75,82,95,100,97,100,95,187,0,1
68,64,70,72,80,92,69,81,85,42,178,0,0
65,81,91,78,100,84,95,100,100,95,189,0,0
65,66,70,58,85,95,75,87,92,89,129,0,1
66,56,70,72,62,89,93,84,75,70,151,0,1
49,68,70,62,55,93,77,82,81,6,196,0,1
69,71,60,68,76,98,91,88,81,45,160,0,1
63,67,67,60,48,89,93,74,27,62,166,0,1
63,72,62,67,52,99,75,94,70,56,160,0,1
87,74,73,78,65,97,64,52,79,87,173,0,0
66,66,70,64,59,100,88,84,72,26,182,0,1
73,56,60,65,59,92,60,92,77,95,166,0,1
62,62,60,71,54,95,45,52,25,86,192,0,0
81,61,62,68,68,97,91,17,92,69,182,0,0
56,57,58,63,60,78,80,58,81,27,152,0,1
61,75,58,58,78,69,88,70,90,70,168,0,1
74,72,62,74,70,99,93,34,87,70,158,0,0
64,62,77,66,64,92,86,93,86,29,216,0,1
64,71,53,63,70,98,93,71,97,37,178,0,1
67,60,65,67,82,62,55,89,90,89,171,0,1
100,69,70,68,65,99,88,100,92,14,207,0,0
53,60,65,63,53,69,77,66,79,61,186,0,1
73,62,60,65,54,99,76,87,81,90,160,0,1
82,53,42,63,48,99,35,67,65,79,176,0,1
71,67,73,65,68,79,96,95,98,99,182,0,1
67,62,65,67,74,93,94,92,93,62,214,0,1
68,66,65,61,59,75,83,74,73,31,156,0,0
81,100,67,82,90,100,100,96,99,88,230,0,0
71,67,64,63,80,93,95,99,90,85,99,0,1
57,77,64,68,76,100,95,85,95,69,168,0,1
71,58,64,66,70,93,77,77,76,56,156,0,1
87,77,67,87,64,88,99,91,88,54,166,0,0
73,60,73,81,78,96,49,88,90,6,163,0,0
73,58,53,65,64,89,83,81,74,17,17,0,0
70,64,62,57,57,67,83,60,65,51,165,0,1
63,71,56,68,70,90,75,42,90,95,188,0,1
57,69,65,71,82,73,53,78,90,93,93,0,0
73,77,91,69,70,97,92,19,18,54,137,0,0
73,68,91,68,85,98,100,98,99,75,214,0,1
76,58,58,77,59,69,77,67,72,49,173,0,0
65,61,62,59,74,97,57,28,82,75,75,0,0
73,52,56,71,72,94,73,62,94,98,98,0,1
65,66,73,68,90,100,90,32,96,62,62,0,0
64,62,67,68,95,92,96,97,98,93,206,0,1
67,62,62,65,65,88,72,81,82,47,156,0,1
68,69,64,61,78,87,86,64,91,36,188,0,0
66,71,58,62,60,82,75,23,50,58,58,0,0
82,59,56,71,74,97,61,66,90,64,66,0,0
71,69,62,72,65,100,88,76,80,79,169,0,1
64,71,58,62,55,93,95,6,73,74,90,0,0
77,75,64,100,85,100,100,99,100,88,201,0,0
82,75,77,71,64,99,86,77,78,33,210,0,0
70,71,62,72,53,90,90,69,52,21,186,0,0
58,61,60,64,54,89,84,91,76,31,223,0,1
63,59,67,63,55,87,91,82,70,94,167,0,1
70,45,51,68,49,97,56,59,66,68,171,0,1
73,64,82,68,57,97,91,89,90,84,173,0,1
65,67,77,67,65,92,75,87,78,29,156,0,0
68,55,56,60,58,92,63,94,87,71,146,0,1
81,71,77,81,70,98,95,88,91,32,188,0,0
56,67,62,65,62,66,96,60,64,96,136,0,1
82,75,62,74,65,100,100,98,93,45,202,0,1
77,64,100,75,67,65,90,73,75,86,174,0,0
63,59,58,63,67,85,78,83,81,56,166,0,1
69,53,58,64,55,100,85,25,57,91,188,0,1
86,58,62,74,50,80,53,71,60,98,98,0,0
68,72,62,67,74,84,78,89,86,62,166,0,1
73,66,56,60,60,92,92,91,66,34,166,0,1
68,59,67,66,78,56,89,87,82,53,53,0,0
81,59,70,82,64,98,80,89,61,57,149,0,0
66,56,52,82,59,87,93,50,55,19,173,0,0
64,58,60,71,52,91,70,70,75,16,171,0,1
71,64,60,75,62,98,75,73,79,80,73,0,1
81,77,70,69,85,100,87,93,87,58,198,0,0
56,59,62,55,57,73,87,97,67,75,165,0,1
73,58,73,69,57,100,99,98,88,38,187,0,1
60,59,60,59,62,81,42,50,49,92,179,0,1
62,58,43,45,38,89,94,73,52,92,175,0,1
62,60,55,57,59,40,97,45,91,59,165,0,1
65,57,58,70,80,97,65,71,94,77,188,0,1
76,64,67,60,60,88,73,81,54,4,167,0,0
81,71,73,68,57,99,99,89,71,65,146,0,1
82,74,70,78,85,100,100,100,88,2,179,0,0
70,77,73,81,46,94,97,87,56,45,171,0,0
76,64,58,58,78,67,72,24,87,60,149,0,0
71,61,56,67,48,88,99,84,75,86,202,0,1
71,57,58,63,60,93,76,43,64,96,143,0,1
95,58,67,65,72,98,83,87,90,97,136,0,1
88,58,62,72,90,90,91,76,99,2,184,0,0
71,59,54,58,67,88,78,9,74,97,154,0,1
54,63,54,61,57,98,61,84,86,3,134,0,1
59,69,70,61,68,88,95,69,88,57,171,0,1
71,75,64,69,100,98,100,98,100,57,176,0,0
61,58,62,61,62,81,39,68,75,63,153,0,1
60,66,62,58,50,94,33,34,85,80,158,0,1
61,60,64,64,78,96,86,87,88,4,4,0,0
61,74,67,61,100,76,55,82,98,56,182,0,0
68,67,70,69,74,100,88,73,83,90,90,0,1
73,66,67,74,49,95,88,95,87,11,144,0,0
78,58,52,68,60,96,85,83,67,70,190,0,1
67,62,70,69,50,96,92,81,63,90,156,0,1
62,74,60,60,53,90,70,84,71,40,154,0,1
73,66,65,70,57,100,21,82,81,86,147,0,0
82,64,62,70,62,100,78,67,59,10,137,0,0
71,65,62,69,64,74,84,48,80,14,173,0,0
51,67,66,70,78,96,78,85,97,81,97,0,1
60,54,56,51,62,85,78,95,63,38,171,0,1
69,56,64,68,55,81,68,69,56,33,165,0,0
76,71,67,71,74,89,69,3,91,32,157,0,0
70,71,58,82,59,44,89,77,96,39,179,0,0
77,74,70,82,90,100,38,85,98,78,147,0,0
96,75,70,95,74,99,71,88,91,25,203,0,0
70,59,77,70,80,98,49,92,88,10,184,0,0
63,72,77,74,82,84,93,89,94,49,176,0,0
78,71,70,78,80,94,98,78,93,68,202,0,0
87,51,56,65,82,93,51,31,74,18,127,0,0
65,59,52,87,67,100,98,69,91,12,150,0,0
68,74,73,82,53,94,97,58,83,74,172,0,1
45,74,65,58,68,49,84,51,69,90,138,0,1
73,66,77,67,65,99,90,88,85,24,181,0,0
65,56,51,59,49,76,71,53,62,87,108,0,1
74,59,56,65,60,97,78,7,76,96,189,0,1
71,53,62,60,62,94,92,63,78,7,187,0,1
86,74,73,77,59,75,100,95,88,83,156,0,1
78,71,67,78,85,100,97,96,98,39,186,0,0
60,54,60,51,54,93,63,92,76,92,174,0,1
70,74,67,74,85,96,93,82,93,95,173,0,1
48,64,58,55,44,73,80,58,66,93,197,0,1
69,62,58,78,74,56,41,79,85,93,169,0,0
86,66,60,81,57,100,66,88,65,56,156,0,0
65,67,67,65,57,93,74,83,76,86,169,0,1
82,87,77,78,80,100,100,100,97,99,201,0,0
65,66,67,72,60,86,96,82,78,93,161,0,1
67,64,70,71,68,88,65,67,48,31,166,0,0
58,63,52,63,78,91,68,67,89,66,66,0,1
68,59,60,68,40,96,79,70,70,85,138,0,1
76,62,62,69,64,91,95,69,85,39,176,0,1
77,64,73,68,80,96,80,75,91,98,166,0,1
81,71,70,77,80,97,17,98,93,99,99,0,0
96,74,65,100,90,100,80,94,95,84,187,0,0
64,69,73,67,82,94,89,84,89,100,193,0,1
100,69,77,87,74,96,1,89,88,54,154,0,0
63,49,56,67,55,77,62,68,71,78,161,0,1
60,71,77,74,85,93,94,24,92,68,209,0,0
86,69,73,77,85,97,92,69,96,99,179,0,0
67,64,70,74,55,74,76,77,96,8,156,0,0
64,62,53,67,70,94,74,64,80,77,156,0,1
57,74,73,61,90,86,45,94,97,6,177,0,0
81,81,73,68,90,99,98,95,98,76,184,0,0
65,64,77,72,70,81,81,15,88,82,113,0,0
73,64,62,59,65,97,89,61,74,84,169,0,1
82,55,67,74,57,96,53,83,34,2,177,0,0
55,69,65,67,58,94,63,94,31,94,157,0,1
77,61,56,62,62,95,55,58,91,20,162,0,0
74,58,52,72,60,100,74,43,78,11,191,0,0
73,68,60,75,67,73,93,85,89,59,174,0,1
82,78,67,87,65,93,98,91,88,100,189,0,1
59,64,56,62,62,99,43,78,77,52,156,0,1
82,72,67,65,78,96,66,48,90,54,202,0,0
56,59,60,56,74,68,85,84,74,54,149,0,1
73,71,77,82,68,99,78,67,82,97,164,0,0
73,71,58,71,67,70,67,82,88,52,83,0,0
67,58,65,65,82,97,99,82,95,5,173,0,0
70,62,62,58,76,88,70,82,94,88,167,0,1
86,66,67,74,78,100,100,96,86,78,218,0,1
74,65,90,71,90,52,67,91,94,65,166,0,0
71,72,60,67,59,96,96,91,79,91,150,0,1
95,74,77,95,82,100,77,83,94,90,206,0,0
97,62,60,75,74,91,57,31,85,47,136,0,0
82,74,64,68,62,97,63,91,78,100,174,0,1
95,77,77,61,78,99,93,98,99,76,176,0,0
73,61,60,75,55,80,48,72,74,39,147,0,0
74,64,58,78,78,100,96,84,94,22,158,0,0
64,66,60,68,49,88,66,86,79,92,149,0,1
76,62,55,58,60,98,53,50,92,89,133,0,1
68,71,91,72,85,96,86,85,98,39,85,0,0
73,81,91,68,67,97,97,86,90,96,185,0,1
68,67,62,63,67,89,83,88,92,95,164,0,1
61,63,62,58,78,88,54,61,89,20,20,0,0
82,62,64,75,64,94,83,60,82,11,152,0,0
55,54,53,48,57,83,59,68,80,88,139,0,1
67,69,67,65,82,86,83,29,86,44,146,0,0
77,65,64,77,65,71,96,70,77,81,117,0,0
68,63,52,69,74,93,82,44,89,60,171,0,1
58,72,67,58,55,84,97,39,83,63,191,0,1
73,77,67,68,82,98,26,100,98,0,203,0,0
73,69,70,74,54,99,86,86,68,34,164,0,0
81,71,73,74,50,98,99,92,64,88,200,0,1
81,64,56,72,44,91,88,75,49,5,175,0,0
70,71,65,78,90,92,86,87,97,78,175,0,1
68,66,67,75,74,80,70,79,88,34,184,0,0
65,69,64,71,55,95,54,65,61,89,157,0,1
96,75,82,81,90,98,92,96,94,83,175,0,0
73,66,65,74,70,80,90,75,84,94,147,0,1
76,66,62,69,72,96,65,58,76,83,183,0,1
76,81,70,74,85,59,76,100,96,44,178,0,0
81,71,77,87,95,100,99,92,97,90,185,0,0
74,65,60,65,42,98,57,45,55,95,148,0,1
86,69,70,74,80,100,95,38,90,3,135,0,0
61,53,56,59,74,83,74,78,87,78,167,0,1
73,71,70,74,74,99,77,55,79,85,153,0,0
62,56,58,57,68,94,66,65,93,8,185,0,1
71,81,60,75,53,73,77,60,83,11,159,0,0
86,56,56,74,70,100,76,8,86,95,145,0,0
87,78,73,67,74,99,100,85,95,4,179,0,0
68,59,51,64,74,65,87,88,91,27,185,0,1
68,55,54,61,67,90,89,64,79,24,93,0,0
95,71,70,81,68,100,87,91,66,92,146,0,0
95,74,62,81,78,98,94,79,71,83,184,0,0
56,74,60,58,53,67,89,66,68,90,137,0,1
81,58,60,69,78,90,73,46,79,26,166,0,0
68,64,77,66,80,88,68,88,98,89,171,0,1
71,63,64,77,70,90,98,85,82,73,147,0,1
81,77,70,81,85,100,88,99,97,64,200,0,0
74,72,64,77,68,91,99,93,84,100,196,0,1
65,63,62,58,68,81,70,92,86,71,166,0,1
87,75,70,87,74,100,94,93,97,33,230,0,0
81,62,70,81,67,80,87,62,84,75,168,0,0
76,74,73,69,85,100,94,83,92,83,169,0,1
65,61,64,69,72,89,88,82,88,41,184,0,1
82,69,58,87,80,96,88,73,89,50,148,0,0
61,66,73,64,68,67,90,97,92,52,146,0,1
71,67,64,77,78,96,75,73,78,38,145,0,0
63,62,55,66,40,96,93,59,74,44,175,0,1
76,64,82,87,74,81,84,58,65,89,174,0,0
60,66,67,57,67,90,73,92,89,95,154,0,1
50,62,64,59,76,98,75,92,93,76,177,0,1
74,64,70,82,52,96,91,81,51,70,166,0,1
76,74,82,81,67,94,94,93,79,80,193,0,0
81,56,62,71,50,95,58,69,75,5,90,0,0
73,81,82,87,55,98,100,99,61,37,207,0,0
70,71,65,71,59,99,27,81,75,1,151,0,0
86,66,65,65,72,100,71,90,92,82,173,0,1
82,81,100,70,90,83,100,100,94,93,198,0,0
73,74,73,77,68,97,96,80,85,14,180,0,0
62,60,56,71,65,82,85,92,94,81,199,0,1
64,71,73,67,43,99,83,64,80,73,169,0,1
61,61,62,57,70,68,48,83,89,76,154,0,1
76,60,67,65,70,93,79,59,75,66,146,0,0
73,69,70,74,52,99,100,96,94,100,191,0,1
70,77,65,72,70,82,92,78,74,59,141,0,0
62,77,62,65,59,95,97,88,80,97,191,0,1
81,66,67,81,64,100,96,100,71,91,100,0,1
75,62,62,61,64,100,95,96,88,99,99,0,1
70,74,70,81,76,93,74,98,95,16,16,0,0
68,64,65,70,60,83,86,80,73,46,173,0,1
67,66,56,67,50,80,47,76,72,66,81,0,0
67,64,73,67,57,98,77,88,70,73,195,0,1
70,69,62,63,67,90,79,44,81,74,157,0,1
61,64,60,52,59,74,65,74,70,50,156,0,1
71,55,48,72,78,88,73,60,89,83,122,0,1
65,52,65,62,58,100,69,54,79,39,152,0,1
71,61,60,61,72,86,71,38,85,61,112,0,0
71,63,56,69,72,86,60,71,73,9,118,0,0
81,87,70,74,78,71,70,92,94,73,135,0,0
62,52,47,61,59,96,43,86,74,47,155,0,1
76,60,67,74,60,94,72,88,46,54,185,0,0
57,58,62,55,78,95,92,58,85,73,165,0,1
67,62,65,65,57,99,83,54,73,11,11,0,0
71,75,82,71,74,100,98,41,94,62,182,0,0
64,74,64,59,90,100,98,70,94,95,95,0,1
70,64,65,59,57,79,79,81,68,16,192,0,0
82,69,62,74,46,98,88,26,70,10,165,0,0
64,64,65,71,57,100,49,86,57,72,185,0,1
100,77,82,87,62,100,96,95,92,78,183,0,0
77,71,62,62,49,78,86,60,63,22,198,0,0
60,74,77,64,50,83,93,66,46,22,139,0,0
61,77,77,78,85,93,93,100,96,77,195,0,1
62,62,65,58,76,93,64,81,72,84,154,0,1
71,78,82,69,74,100,94,98,75,61,176,0,0
68,69,62,65,53,94,73,69,19,86,150,0,0
62,60,70,65,42,93,98,96,39,33,195,0,1
65,69,67,67,74,95,81,94,86,34,176,0,1
68,65,62,67,55,98,86,76,82,7,76,0,0
70,58,60,55,50,88,65,79,72,91,182,0,1
56,55,60,63,67,76,78,47,83,7,144,0,0
57,56,47,60,53,94,78,68,81,68,157,0,1
63,57,46,61,48,93,64,89,87,69,155,0,1
64,69,67,78,78,96,95,91,92,89,171,0,1
81,64,62,75,65,96,96,82,93,98,184,0,1
65,63,64,67,62,94,65,92,87,0,168,0,0
67,69,70,71,59,99,78,95,74,25,183,0,1
69,74,82,75,55,96,95,96,61,10,173,0,0
64,55,54,53,54,90,87,66,85,5,177,0,1
95,74,82,95,70,100,99,100,93,31,220,0,0
62,74,70,63,58,93,98,97,69,63,195,0,1
59,60,73,70,48,96,63,89,42,10,156,0,0
58,72,70,71,48,94,100,94,29,83,174,0,1
70,69,60,67,57,97,76,77,71,41,159,0,1
81,68,65,75,55,97,84,31,74,18,185,0,0
77,64,62,72,65,94,86,69,70,19,136,0,0
73,52,55,63,57,98,79,89,68,84,160,0,1
70,66,62,65,68,82,93,88,91,88,157,0,1
60,61,62,58,62,55,84,85,98,100,143,0,1
71,72,73,60,65,95,99,100,92,98,201,0,1
82,87,73,72,67,84,89,88,83,92,163,0,0
96,68,82,78,74,96,84,84,81,93,117,0,0
70,64,77,68,70,81,81,83,87,48,160,0,0
77,63,73,69,74,98,49,21,85,59,160,0,0
53,77,73,64,60,88,81,81,74,73,178,0,1
70,87,73,67,64,94,100,99,91,90,195,0,1
74,66,58,75,67,73,71,54,93,57,141,0,0
62,74,67,77,78,62,82,86,93,100,183,0,1
77,77,77,82,90,96,100,92,100,89,190,0,0
64,81,100,77,82,85,81,96,90,84,195,0,0
63,65,67,55,57,86,93,72,68,89,149,0,1
73,64,67,62,72,77,83,85,85,58,151,0,1
56,68,77,61,78,61,94,61,70,44,128,0,0
68,77,77,75,67,82,82,90,51,43,168,0,0
62,60,60,52,52,64,87,76,52,91,176,0,1
76,64,67,95,55,99,78,85,79,5,176,0,0
81,57,55,78,54,95,65,49,49,61,141,0,0
74,71,64,78,57,87,52,67,78,93,168,0,0
77,66,82,72,70,97,98,71,91,99,175,0,1
63,57,54,69,67,95,48,71,90,100,71,0,1
69,69,67,68,72,97,99,98,81,42,42,0,0
63,55,60,60,42,96,64,66,58,99,156,0,1
82,71,82,82,70,98,100,92,87,42,92,0,0
70,77,77,96,82,99,98,97,97,37,177,0,0
61,63,58,71,62,64,85,86,60,85,169,0,1
81,74,65,87,76,96,92,19,96,11,209,0,0
68,65,62,71,76,95,60,82,91,72,157,0,1
60,61,67,64,53,59,80,79,66,35,171,0,1
67,64,70,67,49,89,39,83,68,27,136,0,0
67,62,60,67,53,84,58,41,66,67,90,0,0
58,59,60,63,57,93,86,93,79,10,158,0,1
61,61,60,61,53,71,74,62,55,71,152,0,1
60,64,58,58,53,97,62,84,48,95,196,0,1
77,68,65,70,60,100,92,44,73,71,183,0,1
66,66,62,61,76,80,77,80,87,64,186,0,1
81,66,65,68,54,82,61,86,77,34,34,0,0
81,64,70,81,53,99,93,85,64,77,192,0,1
66,58,64,59,72,79,39,87,70,67,172,0,1
56,59,45,53,59,73,33,85,68,83,158,0,1
63,62,64,68,82,96,95,74,98,81,90,0,1
58,61,60,53,70,78,58,79,75,83,181,0,1
64,56,58,67,46,79,83,85,54,41,151,0,1
87,66,60,75,54,97,77,35,40,46,155,0,0
74,77,64,82,67,100,99,99,92,14,216,0,0
63,59,67,68,52,67,90,86,83,42,153,0,1
74,62,62,68,74,97,87,89,94,78,176,0,1
69,69,60,70,90,93,81,53,92,14,183,0,0
70,69,60,63,49,100,52,48,52,97,180,0,1
58,65,77,71,67,84,86,99,85,49,202,0,1
62,74,60,81,53,98,67,57,59,69,197,0,1
65,59,73,72,62,94,71,57,81,12,12,0,0
86,71,67,87,64,100,99,97,90,92,221,0,1
73,59,56,66,59,97,84,72,97,48,145,0,1
58,68,60,64,78,85,91,46,91,76,166,0,1
65,57,64,62,55,87,80,53,79,74,189,0,1
77,86,82,82,90,99,62,86,98,32,178,0,0
74,62,58,66,58,97,87,56,69,62,163,0,1
70,69,62,71,62,98,86,96,76,66,188,0,1
66,74,64,78,95,98,99,90,99,18,197,0,0
70,62,77,69,49,90,84,95,86,72,182,0,1
73,56,70,77,78,100,94,87,88,57,212,0,1
77,55,54,74,80,97,73,73,88,0,171,0,0
60,60,62,63,59,92,66,62,78,48,156,0,1
63,66,58,68,60,97,60,73,65,55,170,0,1
63,66,62,68,48,96,86,71,74,31,181,0,1
64,74,70,74,72,99,87,86,87,10,158,0,0
68,67,62,67,64,84,62,65,66,85,194,0,1
63,75,64,60,42,79,95,100,82,6,157,0,1
96,74,100,87,95,95,100,96,97,82,225,0,0
73,81,70,71,72,85,75,98,79,93,98,0,0
70,66,73,66,65,98,97,97,99,79,190,0,1
73,62,73,81,53,91,13,73,82,24,151,0,0
87,65,67,63,82,95,98,64,94,76,154,0,0
74,55,48,66,64,98,68,52,79,55,55,0,0
63,68,73,68,49,90,63,9,50,84,125,0,0
56,63,73,61,72,74,79,74,87,81,175,0,1
73,77,62,74,82,83,83,83,94,62,195,0,0
62,66,67,61,62,82,79,79,57,37,166,0,0
78,69,67,68,100,96,97,74,94,51,165,0,0
74,74,77,78,65,88,73,88,76,12,156,0,0
68,67,64,67,90,100,99,81,96,92,210,0,1
64,64,58,72,74,97,76,89,98,70,155,0,1
76,71,65,65,68,100,91,67,84,0,191,0,0
65,71,73,62,55,89,79,86,65,22,196,0,0
87,77,100,70,76,100,91,99,94,29,208,0,0
77,71,67,82,80,100,100,97,87,18,200,0,0
74,78,73,87,85,100,98,100,100,51,229,0,0
73,58,55,71,52,99,77,65,76,8,167,0,0
64,74,60,71,65,87,98,1,91,29,169,0,0
82,69,70,67,90,98,93,96,100,83,196,0,1
57,77,64,66,95,100,100,100,100,100,178,0,1
58,67,52,60,72,86,52,77,83,91,149,0,1
64,64,67,57,59,75,78,85,61,83,187,0,1
86,69,73,69,90,100,90,90,89,50,192,0,0
64,58,60,63,55,98,76,88,75,81,185,0,1
100,81,82,81,67,79,75,95,76,99,95,0,0
86,87,91,81,90,93,97,100,99,88,224,0,0
62,69,65,58,68,75,78,27,88,53,158,0,0
66,77,82,78,49,95,81,11,57,13,200,0,0
65,67,70,69,67,87,77,57,80,57,175,0,0
70,54,51,64,48,97,70,78,80,76,175,0,1
73,57,58,61,82,98,88,51,94,76,175,0,1
70,69,62,71,59,95,90,93,84,10,168,0,0
60,54,60,59,44,95,55,85,73,100,184,0,1
78,62,60,68,60,100,80,22,86,24,24,0,0
77,64,62,82,76,100,76,88,94,14,14,0,0
71,65,62,69,78,87,73,98,84,86,157,0,1
64,71,64,72,68,97,88,94,86,97,163,0,1
78,77,70,72,82,100,98,99,95,96,198,0,1
67,71,67,67,67,67,95,65,72,91,202,0,1
55,62,58,59,58,54,69,68,80,69,177,0,1
74,72,77,87,68,100,85,99,86,66,171,0,0
81,69,65,74,82,99,100,85,95,86,195,0,1
96,78,73,100,68,100,85,81,90,48,160,0,0
64,71,73,66,74,100,82,41,97,87,157,0,1
70,66,67,61,70,76,80,63,88,26,144,0,0
82,62,77,87,82,99,86,90,95,99,164,0,0
55,60,60,63,62,77,41,73,75,43,164,0,1
57,71,70,67,72,92,49,90,88,91,181,0,1
81,69,70,74,82,100,96,98,92,98,206,0,1
65,77,56,78,59,82,39,53,62,93,141,0,0
56,75,60,71,54,82,96,94,66,4,174,0,0
59,63,55,64,58,99,81,89,76,95,147,0,1
86,74,70,69,78,99,85,93,98,1,166,0,0
71,65,67,87,74,92,96,93,97,81,174,0,1
56,57,56,59,78,75,85,23,85,59,135,0,0
74,69,67,69,82,90,92,90,96,65,187,0,1
77,74,58,68,80,94,71,82,86,47,82,0,0
73,68,62,64,62,100,53,33,65,74,74,0,0
88,81,90,70,70,100,99,80,92,0,187,0,0
65,68,60,70,49,70,71,86,42,32,134,0,0
68,56,67,58,62,87,24,75,87,29,108,0,0
77,66,70,82,95,99,98,76,93,79,191,0,0
64,64,65,69,72,80,52,51,75,53,53,0,0
61,57,62,61,65,100,85,88,95,84,146,0,1
77,65,64,77,95,94,83,36,98,46,152,0,0
70,71,58,71,60,98,94,75,82,92,75,0,1
65,65,67,63,52,88,84,91,44,5,187,0,0
87,87,82,95,100,100,99,97,100,74,222,0,0
74,53,62,74,57,86,65,91,58,66,170,0,1
82,62,64,66,90,98,95,91,91,99,199,0,1
68,66,55,61,57,96,80,70,62,68,142,0,1
62,64,51,63,60,65,78,77,78,63,155,0,1
68,65,64,65,95,98,82,87,97,38,187,0,0
73,62,65,52,74,90,61,91,73,44,165,0,1
53,66,67,62,76,57,78,63,76,9,149,0,0
70,69,55,65,65,96,77,43,92,90,179,0,1
45,54,62,61,60,72,79,79,76,94,151,0,1
61,58,67,68,54,85,71,52,69,83,83,0,1
53,62,56,53,57,53,73,87,87,96,166,0,1
57,55,56,52,54,68,49,87,56,91,91,0,1
69,64,50,58,64,81,75,69,80,86,180,0,1
68,55,50,61,78,97,58,40,82,38,82,0,0
82,66,70,72,85,99,100,96,91,54,54,0,0
76,71,70,87,59,99,89,90,84,98,195,0,1
59,64,50,59,52,90,88,12,88,86,173,0,1
81,74,73,70,85,95,99,100,96,11,183,0,0
81,86,77,78,82,97,100,97,82,81,185,0,0
55,62,62,55,59,87,51,95,85,72,187,0,1
67,87,82,74,68,100,93,23,95,21,155,0,0
65,71,67,75,80,79,73,94,96,20,173,0,0
67,66,60,69,62,91,80,36,54,77,168,0,0
62,64,55,65,67,91,42,77,68,87,168,0,1
64,62,70,57,49,94,90,69,62,71,187,0,1
65,65,64,71,68,98,93,83,93,72,202,0,1
68,49,60,69,52,91,56,74,71,28,164,0,1
82,71,77,72,82,99,96,100,93,69,216,0,1
77,78,70,65,78,95,84,31,81,49,169,0,0
61,61,62,74,49,90,37,81,91,77,185,0,1
67,60,62,74,52,94,66,96,34,99,83,0,1
68,72,67,71,55,98,72,83,57,29,170,0,0
73,64,58,75,58,73,42,65,65,68,68,0,0
87,82,73,95,90,94,91,90,97,88,181,0,0
86,95,70,77,78,95,95,98,92,61,204,0,0
82,71,70,87,95,90,93,96,92,93,202,0,0
68,75,73,71,95,96,67,88,100,99,165,0,0
65,66,65,78,70,84,94,5,86,55,168,0,0
71,57,70,67,48,84,75,75,59,51,182,0,1
53,66,73,65,67,63,51,59,70,37,144,0,0
70,59,62,64,67,100,62,42,89,41,183,0,0
64,58,54,64,59,85,90,75,91,98,146,0,1
60,62,60,77,82,88,62,80,97,91,150,0,1
58,63,56,63,74,57,82,28,89,64,128,0,0
81,64,73,70,82,98,80,32,84,91,204,0,0
69,53,60,64,55,66,65,80,42,87,144,0,1
68,55,58,74,46,92,67,62,65,65,178,0,1
76,69,60,74,76,100,62,62,94,92,140,0,0
76,71,82,81,80,86,94,80,90,50,213,0,0
64,53,52,59,70,91,60,50,74,23,193,0,0
77,74,73,82,68,100,82,96,89,97,198,0,1
73,74,67,63,90,80,98,91,98,98,150,0,1
76,77,56,69,80,56,70,31,92,35,167,0,0
81,81,82,78,90,100,98,99,97,82,184,0,0
68,56,60,68,64,72,75,53,66,85,160,0,1
68,54,65,64,52,94,69,92,74,19,131,0,1
65,51,50,57,49,97,83,64,65,43,173,0,1
56,61,56,68,67,83,67,80,86,53,164,0,1
76,66,82,81,54,98,89,94,86,64,201,0,1
86,74,67,87,95,97,98,92,99,33,205,0,0
54,59,51,50,59,69,57,92,84,87,161,0,1
73,57,62,64,65,72,31,47,85,65,145,0,0
70,64,67,65,85,91,81,91,91,51,187,0,1
68,59,67,62,80,81,84,57,92,39,156,0,0
70,71,70,72,82,99,95,86,91,80,179,0,1
63,61,62,60,68,76,29,58,94,26,168,0,0
74,75,82,77,85,97,74,92,98,86,171,0,0
70,61,73,75,78,99,92,100,92,99,99,0,1
71,64,70,66,82,100,94,85,97,99,182,0,1
82,81,77,78,68,100,89,98,86,98,188,0,1
74,62,58,66,53,99,88,61,45,23,23,0,0
70,68,73,68,72,96,82,84,94,36,183,0,0
63,65,64,61,70,35,36,67,84,70,118,0,0
52,66,67,61,76,73,67,69,83,89,167,0,1
62,66,60,69,67,89,95,74,72,87,173,0,1
64,66,70,70,57,90,84,53,65,58,123,0,0
63,66,56,53,44,77,93,52,73,31,153,0,1
68,68,67,62,53,98,86,94,79,64,198,0,1
56,68,82,70,50,95,99,92,70,65,167,0,1
82,74,70,78,90,99,100,93,95,100,213,0,1
77,74,65,70,68,90,91,88,93,83,218,0,1
73,71,70,68,70,100,70,54,86,23,23,0,0
70,69,66,73,78,100,86,23,95,5,95,0,0
88,74,70,96,80,91,48,74,87,0,140,0,0
73,68,77,87,64,100,85,27,93,81,164,0,0
65,67,68,69,92,91,27,57,90,69,165,0,0
70,52,56,68,74,98,40,16,88,45,165,0,0
87,90,80,79,92,100,95,99,95,77,199,0,0
87,74,77,70,90,98,93,86,97,86,209,0,0
67,52,60,67,65,95,80,44,73,36,112,0,0
